Name of Company,Name of Management,Relationship to Management,Types of Securities,Transaction Date,Amount,Average Price (baht),The methods of Acquisition/Disposition
CPT,Mr. PRAWIT ROTJANASRIRAT,Spouse / Cohabiting Couple (Ms.Pranee Rotjanasrirat),Common Share,01/10/2019,1641200,1.06,Sale
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,24/12/2018,1000000,0.69,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,27/12/2018,400000,0.65,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,03/01/2019,200000,0.70,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,03/01/2019,500000,0.71,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,03/01/2019,50000,0.72,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,09/01/2019,707600,0.78,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,09/01/2019,1292400,0.79,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,10/01/2019,1000000,0.78,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,10/01/2019,1000000,0.79,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,11/01/2019,200000,0.74,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,11/01/2019,800000,0.75,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,11/01/2019,300000,0.76,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,11/01/2019,300000,0.77,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,11/01/2019,400000,0.78,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,11/01/2019,300000,0.75,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,11/01/2019,100000,0.74,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,15/01/2019,250000,0.72,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,15/01/2019,100000,0.74,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,16/01/2019,550000,0.74,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,16/01/2019,550000,0.73,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,17/01/2019,700000,0.73,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,18/01/2019,273000,0.74,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,18/01/2019,1400000,0.75,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,18/01/2019,1000000,0.74,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,21/01/2019,729800,0.75,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,23/01/2019,500000,0.79,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,25/01/2019,1000000,0.87,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,14/03/2019,500000,1.15,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,15/03/2019,500000,1.14,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,18/03/2019,300000,1.10,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,19/03/2019,500000,1.11,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,29/03/2019,2000000,1.22,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,11/04/2019,450000,1.20,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,16/09/2019,200000,0.94,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,17/09/2019,200000,0.93,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,24/09/2019,700,0.93,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,24/09/2019,99300,0.94,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,30/09/2019,50000000,0.83,Sale
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,28/10/2019,76200,0.89,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,22/11/2019,200000,0.81,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,22/11/2019,600000,0.82,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,16/12/2019,383800,0.85,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,16/12/2019,116200,0.86,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,17/12/2019,300000,0.84,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,17/12/2019,200000,0.85,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,20/12/2019,400000,0.85,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,08/01/2020,700000,0.79,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,08/01/2020,200000,0.80,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,09/01/2020,200000,0.80,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,10/01/2020,1000,0.79,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,16/01/2020,500000,0.80,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,21/01/2020,500000,0.78,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,23/01/2020,500000,0.77,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,23/01/2020,900000,0.77,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,24/01/2020,200000,0.78,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,24/01/2020,300000,0.79,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,28/02/2020,620000,0.66,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,28/02/2020,50000,0.61,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,05/03/2020,1350000,0.64,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,09/03/2020,800000,0.62,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,10/03/2020,500000,0.62,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,12/03/2020,300000,0.60,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,12/03/2020,185700,0.57,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,13/03/2020,111200,0.59,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,16/03/2020,400000,0.59,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,23/03/2020,200000,0.60,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,24/03/2020,500000,0.59,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,25/03/2020,500000,0.61,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,26/03/2020,282300,0.63,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,31/03/2020,1300000,0.62,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,10/04/2020,500000,0.65,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,13/04/2020,498900,0.66,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,13/04/2020,380000,0.68,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,18/05/2020,1000000,0.69,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,20/05/2020,150000,0.71,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Reporter,Common Share,22/05/2020,913400,0.71,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,02/07/2020,300000,0.88,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,18/11/2020,223100,0.81,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,19/11/2020,50000,0.81,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,02/12/2020,200000,0.84,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,03/12/2020,200000,0.83,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,16/12/2020,250000,0.86,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,17/12/2020,240000,0.90,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,21/12/2020,35000,0.86,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,24/12/2020,275000,0.87,Purchase
CPT,Mr. SOMSAK LIMPRASERT,Spouse / Cohabiting Couple (Mrs.kanya Limprasert),Common Share,30/11/2021,1350000,1.02,Sale
CPT,CHAROONG SUPANPONG,Reporter,Common share,26/02/2018,200000,2.34,Sell
CPT,CHAROONG SUPANPONG,Reporter,Common share,02/03/2018,300000,2.30,Sell
CPT,NOPPADOL WICHIENKUER,Reporter,Common share,02/05/2018,2600000,2.30,Sell
CPT,NOPPADOL WICHIENKUER,Reporter,Common share,02/05/2018,5800000,2.30,Sell
CPT,NOPPADOL WICHIENKUER,Reporter,Common share,14/05/2018,50000,1.93,Buy
CPT,PRAPART PRAISUWANNA,Reporter,Common share,03/01/2018,100000,2.22,Buy
CPT,PRAPART PRAISUWANNA,Reporter,Common share,21/02/2018,250000,2.32,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,26/02/2018,300000,2.30,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,16/03/2018,300000,2.10,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,19/03/2018,63900,2.10,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,22/03/2018,400000,2.10,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,23/03/2018,200000,2.10,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,25/06/2018,236100,2.60,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,02/07/2018,100000,2.52,Sell
CPT,PRAPART PRAISUWANNA,Reporter,Common share,02/07/2018,100000,2.50,Sell
CPT,SOMSAK LIMPRASERT,Spouse,Common share,02/05/2018,12000000,2.30,Sell
CPT,SOMSAK LIMPRASERT,Reporter,Common share,02/05/2018,13200000,2.30,Sell
CPT,SUVIT SINGHAJAN,Reporter,Common share,17/01/2018,2250000,2.26,Sell
CPT,SUVIT SINGHAJAN,Reporter,Common share,28/02/2018,1000000,2.30,Sell
CPT,SUVIT SINGHAJAN,Reporter,Common share,02/03/2018,1025000,2.30,Sell
CSL,ANANT KAEWRUAMVONGS,Reporter,Common share,08/01/2018,609000,7.80,Sell
CSL,SARISORN CHANDRARAMYA,Reporter,Common share,28/05/2018,24000,7.80,Sell
CSL,SOMCHAI KITTICHAIKOONKIT,Reporter,Common share,19/01/2018,188187,7.80,Sell
CSL,SURASAK UTHAYOPAS,Reporter,Common share,19/01/2018,5000,7.80,Sell
CSL,WANIDA YUSAMART,Reporter,Common share,18/06/2018,30,7.65,Sell
CSP,Miss JUTAMAS CHAISUPAT,Reporter,Common Share,13/08/2021,155000,2.73,Sale
DCON,Mr. CHANA TOWAN,Reporter,Common Share,17/08/2018,501000,0.57,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,20/08/2018,17000,0.57,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,21/08/2018,328100,0.57,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,22/08/2018,700200,0.57,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,29/08/2018,2007900,0.57,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,05/09/2018,3322200,0.57,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,24/09/2018,23600,0.56,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,01/10/2018,76000,0.56,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,04/10/2018,60700,0.56,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,08/10/2018,1052000,0.56,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,11/10/2018,7425700,0.56,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,12/10/2018,2551100,0.56,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,17/10/2018,1042000,0.55,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,18/10/2018,1811900,0.55,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,19/10/2018,40000000,0.53,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,18/12/2018,4670800,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,19/12/2018,739100,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,21/12/2018,399600,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,24/12/2018,349600,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,25/12/2018,1723200,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,26/12/2018,2313300,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,27/12/2018,436500,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,28/12/2018,544300,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,03/01/2019,3800,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,04/01/2019,1268800,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,19/03/2019,4500,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,22/03/2019,526000,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,27/03/2019,1108800,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,28/03/2019,3956600,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,29/03/2019,6402700,0.49,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,01/04/2019,1000000,0.48,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,05/04/2019,44500,0.47,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,09/04/2019,726000,0.47,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,18/04/2019,274000,0.47,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,07/05/2019,1000000,0.46,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,14/05/2019,75900,0.44,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,15/05/2019,924100,0.44,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,16/05/2019,1000000,0.43,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,24/05/2019,3000000,0.41,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,31/05/2019,1000000,0.39,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,14/08/2019,634300,0.38,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,15/08/2019,1972500,0.37,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,25/09/2019,350100,0.36,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,22/10/2019,149400,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,25/10/2019,1064900,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,25/12/2019,4714700,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,26/12/2019,52500,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,27/12/2019,7750600,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,30/12/2019,175200,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,02/01/2020,109900,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,03/01/2020,2375000,0.35,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,06/01/2020,2460500,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,07/01/2020,147300,0.35,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,08/01/2020,737800,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,09/01/2020,543200,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,10/01/2020,635500,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,13/01/2020,1470900,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,14/01/2020,32100,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,20/01/2020,32100,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,21/01/2020,1536200,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,22/01/2020,151100,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,23/01/2020,85800,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,24/01/2020,100200,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,27/01/2020,2569600,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,28/01/2020,224500,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,29/01/2020,618200,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,30/01/2020,72900,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,31/01/2020,238500,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,03/02/2020,3500,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,04/02/2020,252100,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,05/02/2020,449600,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,07/02/2020,110200,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,12/02/2020,560700,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,13/02/2020,42600,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,17/02/2020,64100,0.34,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,19/02/2020,509700,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,20/02/2020,508000,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,21/02/2020,647500,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,24/02/2020,2000000,0.33,Purchase
DCON,Mr. CHANA TOWAN,Reporter,Common Share,19/03/2020,1133500,0.25,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,03/12/2019,37600,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,04/12/2019,521200,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,06/12/2019,363800,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,09/12/2019,175500,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,11/12/2019,5000000,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,12/12/2019,101000,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,18/12/2019,474300,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,20/12/2019,3050800,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,23/12/2019,5000,0.33,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,03/01/2020,751192,0.35,Purchase
DCON,Mr. WITTAWAT PORNKUL,Reporter,Common Share,27/08/2021,9000000,0.54,Purchase
DCON,CHANA TOWAN,Reporter,Common share,23/02/2018,14076200,0.62,Buy
DCON,CHANA TOWAN,Reporter,Common share,05/03/2018,82100,0.65,Buy
DCON,CHANA TOWAN,Reporter,Common share,06/03/2018,316100,0.65,Buy
DCON,CHANA TOWAN,Reporter,Common share,07/03/2018,6957300,0.65,Buy
DCON,CHANA TOWAN,Reporter,Common share,08/03/2018,141300,0.65,Buy
DCON,CHANA TOWAN,Reporter,Common share,09/03/2018,1000000,0.68,Buy
DCON,CHANA TOWAN,Reporter,Common share,14/03/2018,2000000,0.71,Buy
DCON,CHANA TOWAN,Reporter,Common share,16/03/2018,3600000,0.72,Buy
DCON,CHANA TOWAN,Reporter,Common share,22/03/2018,10000000,0.72,Buy
DCON,CHANA TOWAN,Reporter,Common share,23/03/2018,3000000,0.72,Buy
DCON,CHANA TOWAN,Reporter,Common share,21/05/2018,65500,0.60,Buy
DCON,CHANA TOWAN,Reporter,Common share,23/05/2018,2934500,0.60,Buy
DCON,CHANA TOWAN,Reporter,Common share,25/05/2018,469900,0.60,Buy
DCON,CHANA TOWAN,Reporter,Common share,10/08/2018,1101000,0.57,Buy
DCON,CHANA TOWAN,Reporter,Common share,10/08/2018,1170200,0.57,Buy
DCON,CHANA TOWAN,Reporter,Common share,15/08/2018,295900,0.57,Buy
DCON,CHANA TOWAN,Reporter,Common share,16/08/2018,114200,0.57,Buy
DCON,KAWIN WORAKANCHANA,Reporter,Common share,09/03/2018,1000000,0.66,Buy
DELTA,Mr. BOONSAK CHIEMPRICHA,Reporter,Common Share,03/04/2019,21000,71.00,Sale
DELTA,Mr. Heng-hsien Hsieh,Reporter,Common Share,27/05/2019,112000,58.29,Purchase
DELTA,Mr. Kong meng Ng,Reporter,Common Share,04/06/2019,20000,63.09,Purchase
DELTA,Mr. Kong meng Ng,Reporter,Common Share,05/06/2019,20000,62.62,Purchase
DELTA,Mr. KONG MENG NG,Reporter,Common Share,06/06/2019,20000,62.44,Purchase
DELTA,Mr. KONG MENG NG,Reporter,Common Share,07/06/2019,20000,62.38,Purchase
DELTA,Mr. KONG MENG NG,Reporter,Common Share,28/12/2020,80000,724.76,Sale
DELTA,Mr. KONG MENG NG,Reporter,Common Share,28/12/2020,56000,705.60,Purchase
DELTA,Mr. KONG MENG NG,Reporter,Common Share,11/05/2021,36000,487.50,Sale
DELTA,Mr. KONG MENG NG,Reporter,Common Share,19/05/2021,20000,506.50,Sale
DELTA,Mr. Po-wen Yu,Reporter,Common Share,05/05/2020,12000,43.93,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,07/05/2020,8000,45.00,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,11/05/2020,10000,46.38,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,12/05/2020,10000,49.00,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,13/05/2020,10000,52.00,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,14/05/2020,5600,53.72,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,18/05/2020,14400,60.20,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,27/05/2020,5000,58.75,Purchase
DELTA,Mr. Po-wen Yu,Reporter,Common Share,30/07/2020,40000,114.75,Sale
DELTA,Mr. Po-wen Yu,Reporter,Common Share,30/07/2020,25000,115.50,Sale
DELTA,Mr. Po-wen Yu,Reporter,Common Share,11/08/2020,20000,110.00,Sale
DELTA,Mr. Po-wen Yu,Reporter,Common Share,17/08/2020,30000,104.00,Sale
DELTA,Mr. VICHAI SAKSURIYA,Reporter,Common Share,25/10/2018,7000,67.00,Purchase
DELTA,Mr. VICHAI SAKSURIYA,Reporter,Common Share,11/11/2019,20000,45.75,Purchase
DELTA,Mr. VICHAI SAKSURIYA,Reporter,Common Share,29/07/2020,42100,98.56,Sale
DELTA,BOONSAK CHIEMPRICHA,Reporter,Common share,06/02/2018,2000,72.00,Buy
DELTA,BOONSAK CHIEMPRICHA,Reporter,Common share,07/02/2018,2000,72.00,Buy
DELTA,BOONSAK CHIEMPRICHA,Reporter,Common share,08/02/2018,1000,71.75,Buy
DELTA,BOONSAK CHIEMPRICHA,Reporter,Common share,12/02/2018,1000,71.50,Buy
DELTA,BOONSAK CHIEMPRICHA,Reporter,Common share,21/02/2018,1000,69.00,Buy
DELTA,VICHAI SAKSURIYA,Reporter,Common share,14/03/2018,7500,66.00,Buy
DELTA,VICHAI SAKSURIYA,Reporter,Common share,02/05/2018,7600,65.50,Buy
DEMCO,Mr. RAKSA SARANAKOMKUL,Reporter,Common Share,25/05/2021,65900,5.15,Sale
DEMCO,Mr. RAKSA SARANAKOMKUL,Spouse / Cohabiting Couple (Mrs. PANRADA SARANAKOMKUL),Common Share,31/08/2021,4000,5.00,Purchase
DEMCO,Mr. RAKSA SARANAKOMKUL,Spouse / Cohabiting Couple (Mrs. PANRADA SARANAKOMKUL),Common Share,13/09/2021,2000,4.80,Purchase
DEMCO,Mr. RAKSA SARANAKOMKUL,Spouse / Cohabiting Couple (Mrs. PANRADA SARANAKOMKUL),Common Share,14/09/2021,2000,4.78,Purchase
DEMCO,Mr. RAKSA SARANAKOMKUL,Spouse / Cohabiting Couple (Mrs. PANRADA SARANAKOMKUL),Common Share,14/09/2021,2000,4.76,Purchase
DEMCO,Mr. RAKSA SARANAKOMKUL,Spouse / Cohabiting Couple (Mrs. PANRADA SARANAKOMKUL),Common Share,16/09/2021,600,4.76,Purchase
